date,ticker,revenue_growth,earnings_growth,trailing_pe,price_to_sales,operating_margin,fcf_margin,momentum,relative_strength,price_vs_ma,relative_volume,analyst_upside,net_upgrades,revisions_trend,institutional_flow,insider_flow,forward_return
2025-01-01,CSCO,-8.7155805217631,-30.837199028053895,24.4130392442957,4.267037598901701,0.19372923588039867,0.25334113560857746,12.270061472543192,9.673532364709313,2.062630116484998,16.42067886434613,5.018180663031435,2.0,0.0,23.05010311550573,-24144019.0,3.969330762807166
2025-01-01,DELL,3.0072630724332416,47.41766467065869,20.654767565086182,0.838594078952884,0.05768636765473388,0.0510081267907165,-5.150866673062882,-7.74739578089676,-8.769858365509997,-21.64610400718614,29.978399197199646,0.0,-1.0,289.81260901750534,0.0,-4.273572235645262
2025-01-01,FTNT,10.40269105109517,32.95385417571912,47.47738862157467,12.667811614905801,0.282744974434405,0.38871961896757024,21.470821341902436,18.874292234068555,3.311707864065605,-9.174547039713554,0.36137299149441304,1.0,1.0,28.309361687647414,-37138428.0,2.5857487580392524
2025-01-01,GOOGL,14.37980426207881,41.265060240963855,24.97564664886232,6.795500581071626,0.30929002910030334,0.2846827654998102,15.291974086191097,12.695444978357218,6.478515397343876,-1.9069339437149502,8.478113221717365,0.0,0.0,453.7270676124446,-21692743.0,4.550502033282977
2025-01-01,HPE,3.404839540072069,28.148148148148145,10.671588917470348,0.8868638346063554,0.07269226939290338,0.004049523683074982,2.4496965025641915,-0.14683260526968667,1.0787971398832141,4.901818348944764,15.231799110534737,4.0,2.0,19.689722648709655,-18036593.0,10.386577419775179
2025-01-01,HPQ,-0.29599017089243507,-14.955562365920926,10.810199072352507,0.5325656410746766,0.07128587165555743,0.051980059373774715,-8.605157234003723,-11.201686341837602,-8.331602481119472,-4.853704362386924,19.197877766990466,-1.0,2.0,25.61098496031433,-16683441.0,1.4782978622445375
2025-01-01,INTC,2.6161470944309873,868.3414043583535,,1.5804338809090068,-0.17521706269471124,0.15541873283315205,-14.022300602728722,-16.6188297105626,-10.74370188953061,-13.05356443318203,48.42893332879248,0.0,3.0,42.007737424999775,-146856.0,7.665683467088291
2025-01-01,INTU,12.482202183198865,12.920696324951653,60.171835339022984,10.449932890480781,0.2166365280289331,0.04448462929475588,2.6384456826368696,0.04191657480299149,-2.7906902748781715,4.2018159432333,12.868495722192952,0.0,1.0,30.587038048398703,-47447390.0,-1.9855874805912777
2025-01-01,IONQ,-96.98708278787917,27.535423822055694,,240.76715426314615,-5.588619925805332,-1.168629293549334,337.3821950107156,334.78566590288176,42.950035136566676,2.5791111085509355,-68.87718492331564,0.0,0.0,16.512712932571944,-2564896.0,5.1276171169632345
2025-01-01,KLAC,0.8678097686719122,-4.394928990068436,28.481427668653414,8.167250492761228,0.06160449932298784,0.3660311487991614,-19.394278418434496,-21.990807526268373,-3.303691173616252,-11.44975811386545,26.663466805026694,1.0,1.0,73.44856703973441,-36662150.0,20.517742983380984
2025-01-01,LRCX,-1.5480545932717193,2.1238278644161612,30.792476390970165,59.19685979645705,0.28894838788298605,0.26724814479870185,-10.564378203427315,-13.160907311261195,-3.1922017958056492,1.4790756348484813,33.331382515237486,0.0,0.0,26.237479903202825,-653686.0,12.506877729594779
2025-01-01,META,23.05698869678232,86.79581609659301,27.482553158166276,,0.39941239350432384,0.3812529204298873,-1.1650965730035878,-3.761625680837466,-0.3259077052813031,13.487562456706215,-4.203454462177936,0.0,0.0,58.311001428450254,0.0,2.8736522813797682
2025-01-01,MPWR,11.623789319742194,-3.4071167521949275,65.92623980499576,13.986285682512355,0.23811356706009032,0.31936794631093623,-35.770541164318246,-38.36707027215213,-11.35045570129215,-18.501580042240327,41.709166588211154,0.0,0.0,36.40752962237358,-49635653.0,7.450119543477363
2025-01-01,MRVL,-2.2419404694801526,165.76155367739617,,17.69896899631234,-0.18391488728517225,0.13279759690499218,51.19878450144919,48.60225539361531,12.96320477532178,10.862758490451686,3.8513475541440467,0.0,0.0,28.094046304397004,-22563971.0,9.055000422842907
2025-01-01,MSFT,16.435344235261784,17.401681021064654,34.397884403546904,12.18587715733909,0.44490341870254535,0.48052637790629055,1.8407273974748062,-0.755801710359072,-1.556183825953017,2.089741991296701,19.929349980548583,0.0,1.0,30.951673980161736,-95299855.0,2.369912708936961
2025-01-01,MU,79.80347320931958,-156.49010477299186,24.02205152976137,3.2100905087130696,0.158314429091909,0.32742146146971884,-17.81808358779262,-20.4146126956265,-16.41920326390286,71.54598809686445,53.13605792882736,-1.0,0.0,25.104777028483262,-2059547.0,25.249053240748466
2025-01-01,NBIS,,,,,,,38.50000381469727,37.74224298301314,13.608868963778864,,,0.0,0.0,12.391114075389435,0.0,23.23827660455937
2025-01-01,NFLX,14.79651615139639,71.93618471236805,50.385530686365,10.136461127785394,0.25649521628035954,0.19920261318204527,23.492574670043176,20.8960455622093,4.476730388787797,-17.888087071834157,-10.728252937784788,-1.0,-1.0,13.615612796314451,0.0,-1.9227885247527943
2025-01-01,NOW,23.48359688458814,-15.769776607072938,164.61490844347463,20.902215231339866,0.12041284403669725,0.36630351681957185,14.980482154580809,12.383953046746932,1.9581256737318364,-10.347724178109562,-6.14899034115245,-2.0,-1.0,50065.99140705664,0.0,4.031905767561583
2025-01-01,NVDA,152.4381546690439,233.94218551461245,52.79123501514825,29.169244172404298,0.6271354033318913,0.1930007327688953,1.0604806560089663,-1.5360484518249118,-3.999126235998396,-11.388637355223407,22.332788497435587,-1.0,-1.0,133.81785363682565,-140899956.0,1.8220004804013312
2025-01-01,OKLO,,-4431.539095465254,,,,,112.29999542236327,109.70346631452938,-1.748444581540376,-1.9483028407037195,-27.775159378462476,0.0,0.0,797.5300391003788,-9867312.0,43.02059246874022
2025-01-01,ON,-11.520057564310127,-21.017162368586572,15.645161101007583,3.637480198770389,0.267176296778216,0.21750091489448217,-10.605415669498042,-13.20194477733192,-7.920179689461115,3.0992082757590467,35.07798207332258,0.0,2.0,133.81785363682565,-3772595.0,-9.884943387814705
2025-01-01,ORCL,6.401565042225155,12.832459716559885,39.95661653924397,8.31794153534014,0.3030236833961371,0.4766897857389911,-4.218219880267194,-6.814748988101071,-6.8752725197894,-11.842200004566072,9.249579581149137,0.0,-2.0,36.218364878468336,-1042800.0,4.19452759928538
2025-01-01,PANW,14.995698865055363,345.3656947385568,47.20103935508876,14.388719915092366,0.09111749233850534,0.5865205955454743,2.4751523171978818,-0.12137679063599638,-5.079614124405795,-4.331828336894228,11.902843229074156,-1.0,0.0,94.34991021763359,-242245386.0,1.5325821232071712
2025-01-01,PLTR,24.516794445547575,229.61741066579776,378.14998626709,64.8691317722012,0.13798464141768738,0.17734431504970263,82.46078615525367,79.8642570474198,19.99276105196699,27.64312927206305,-51.50539214573651,-2.0,0.0,239.71623311208623,-492617546.0,-2.8195274341613397
2025-01-01,QBTS,14.28571428571428,-7.221471809495217,,185.36652184509603,-7.802737691001698,,817.030517447698,814.433988339864,136.14210386984865,162.20810921976403,-39.200677511025404,0.0,0.0,56.140742964014805,-84669452.0,-34.547344572665075
2025-01-01,QCOM,8.771635957565604,40.23783185840708,16.582896425040936,4.249195898003258,0.25848262409527234,0.28941019454853445,-7.163877630315863,-9.76040673814974,-4.830709945848399,-6.399923446630263,36.49774691325462,-1.0,1.0,34.54435186538543,-6182710.0,8.871369410366881
2025-01-01,RDDT,,,,,-0.5861310029759094,0.1151549158060233,130.94533021631713,128.34880110848326,18.648007172091674,-27.727686297949905,-20.227024942872017,1.0,1.0,308.58584852626984,0.0,13.507325156685157
2025-01-01,RGTI,-19.070305587694826,-36.11541583646963,,246.3442780788588,-5.653267176856446,-3.7746673955092085,1858.921763431379,1856.3252343235451,235.8570354880478,156.7376260601713,-68.54521672342257,0.0,0.0,121.21316232513034,-10693444.0,-30.100002288818363
2025-01-01,SAP,,,,,,,8.639634654364992,6.043105546531113,2.081686654386705,12.60434195837985,5.211386002529705,1.0,0.0,59.17023807568654,,10.764233123604793
2025-01-01,SHOP,,,,,,,28.75998967472615,26.163460566892272,4.613709184093051,-27.40091238427479,-10.39901661611562,1.0,-1.0,33.0164107385933,0.0,-1.162466301674192
2025-01-01,SMCI,59.91725909698034,71.2421458853336,17.104376847495132,1.509929743524355,0.0972156829002321,0.04822834220974907,-32.78941440399454,-35.38594351182842,-9.681397689461512,-50.410468806467435,137.69685396354933,0.0,5.0,109.85800202134017,0.0,7.986694132487671
2025-01-01,SNOW,30.277869140820247,28.980548785785153,,,-0.39388078170648666,0.2522838335542164,36.02009181484631,33.42356270701244,4.779511845547435,-35.58979521122557,19.28919116374834,1.0,1.0,69.86324077115324,0.0,10.170785874648525
2025-01-01,TSM,,,,,,,6.485949169170269,3.8894200613363905,1.3072511493172456,-15.288978274965215,17.99581471630878,0.0,0.0,,0.0,8.49290872156958
2025-01-01,TXN,-13.256404593639582,-30.578628748416158,33.137132860512814,,0.3577748074597416,0.3927821271720451,-6.659165054811577,-9.255694162645456,-5.773472744789531,-10.367611995864245,14.921813370867977,0.0,-1.0,23.507000810005366,-39538819.0,4.428984783004353
2025-01-01,UBER,16.697263017356477,342.7756653992396,29.86138598753675,3.02524171893352,0.06390179954713383,0.033988797521153614,-20.808715839753265,-23.405244947587146,-13.177402668437477,-6.4959116205764555,47.03986222343251,0.0,0.0,22.93211300519364,0.0,7.234446457639532
2025-01-01,VRT,13.204257110215867,128.71754523996853,75.09784319542891,5.650458800655351,0.15873479577202954,0.014341105858607319,6.388315549062007,3.791786441228129,-6.7420507375777206,-27.658862125738114,16.84535885073466,0.0,-1.0,34.90376137774783,-297172203.0,20.989015334388505
2025-01-01,WDAY,3.9522624402961837,1967.117710453838,49.52591147395333,,0.025210084033613446,0.3338503926160628,7.750447848993103,5.153918741159225,-0.5410258718066885,115.65261065700541,13.19281864634998,-1.0,-1.0,5.465680785557993,0.0,-0.4447248782853408
2025-01-01,ZS,30.766955594852874,-78.36403111132319,,12.038853335448366,-0.04614438394048254,0.3540064627452618,1.9668858477291273,-0.6296432601047508,-8.112632674653696,1.8587822868444182,24.24081403083125,0.0,2.0,29.071705074485788,-12896993.0,5.58735753158055
2025-02-01,AAPL,3.2547582086436933,-0.8711789267488057,37.22249833364335,8.912162883770344,0.3175535678188801,0.3810415403274712,3.9830718280161825,3.03761040625139,-1.7600006427151094,43.448033505213246,3.085492346746266,-5.0,-4.0,31.29721022100525,-179392966.0,7.811045784687898
2025-02-01,ABNB,12.910244896488177,-66.3349184739058,,,0.15009225092250922,0.48029151291512917,-2.555532594761545,-3.5009940165263376,-1.8680040106511253,-6.12521287190384,4.8258000452982674,-1.0,0.0,29.06497817475876,0.0,12.55201779792321
2025-02-01,ADBE,10.799113813179462,2.431834929992638,35.392395809630365,8.97072566302259,0.31346198558474775,0.29797721460125554,-11.569091395669028,-12.514552817433822,-6.359061272969835,-3.521362345110679,33.678765906862296,-1.0,-1.0,20.99650606860768,-19618571.0,1.3041498269731333
2025-02-01,ADI,-23.39094614222099,-50.664232169455005,63.18110954470751,10.909927749118646,0.2156321359663364,0.4062190753797778,-5.762982969144403,-6.708444390909197,-1.7281778312191909,11.436881042298408,18.80287660450517,0.0,1.0,35.626850697896344,-29543151.0,16.405195509679473
2025-02-01,AMAT,2.4851981747558094,4.682030338389742,20.687423156667393,5.3613890029417615,0.2894833676773624,0.3191786870768325,-5.861516157598812,-6.806977579363604,3.499861724886677,6.5564851904337695,18.190838012717702,0.0,0.0,21.272543484802306,0.0,-3.5927666651919488
2025-02-01,AMD,7.120811287477946,113.81733021077282,103.52678298950194,7.745908419304263,0.05643136447828771,0.11936612471701996,-21.628929138264642,-22.574390560029435,-8.860678306586877,2.7544752263993333,49.02975812680233,-5.0,-5.0,-0.13649430890586842,-63251053.0,-3.0016630838711977
2025-02-01,AMZN,11.930804941266505,148.35898202101697,50.89507337811162,4.02861087229594,0.0977201480984571,0.18174634914082255,14.170429934611061,13.224968512846269,7.120286870355774,-2.3336249003487297,5.699798245101473,0.0,1.0,30.092671376824462,-14270116.0,-8.777692064112108
2025-02-01,ANET,18.191465918703308,40.18994367557638,55.332534625178184,21.944058323167756,0.4211123690430592,0.2056662281966513,15.100511768605053,14.155050346840259,4.441934921542745,47.57444951525749,-14.912026257352052,0.0,0.0,17.238547145984892,0.0,-11.838562285419007
2025-02-01,ARM,,,261.55738205206205,47.43622438681682,0.11371994342291372,,8.184165767483066,7.238704345718272,12.788228952639669,63.97217685178775,-12.127861285894625,0.0,-1.0,13.672880683009364,0.0,-6.94506776902476
2025-02-01,ASML,,,,,,,10.432133823232782,9.486672401467988,3.4990962434202633,42.32042412641495,32.46231923382275,0.0,1.0,3.052630086921393,,1.0544655460261954
2025-02-01,AVGO,43.98503587481504,-58.13804857264593,,19.85136320851054,0.26104238569822,0.2995695505487261,20.81403198742191,19.868570565657116,6.553009385114805,21.54430417975357,2.909320236655377,0.0,0.0,967.744606162268,-105432515.0,0.4271418396653015
2025-02-01,BKNG,11.740184197770231,-5.016974726518297,31.88112451205136,,0.2791514836022905,0.3071750824223495,-4.002568334046808,-4.9480297558116,-5.166586143965191,26.138268008287312,7.264297529757213,0.0,1.0,16.998427632087424,-4368344.0,6.344484309980447
2025-02-01,CRM,9.527596159509933,128.9737654320988,55.553461375989414,8.819001824630972,0.1884159294415015,0.336793137755788,6.255589204788459,5.310127783023666,1.0121921084359498,11.45152910749687,10.69585122644039,1.0,1.0,21.117688373361617,0.0,-8.67823270497775
2025-02-01,CRWD,26.61242659135612,-969.5889556196864,865.3695811396059,,-0.002560326887537274,0.2113383289893851,20.616310273788983,19.670848852024193,9.748625533707433,8.377284400276007,-8.732713938986446,-1.0,-3.0,36.0803991880816,0.0,2.291416652095002
2025-02-01,CSCO,-8.7155805217631,-30.837199028053895,25.160665880457014,4.397711659370683,0.19372923588039867,0.25334113560857746,5.086017856255132,4.140556434490339,2.7146837145920255,3.5050219079185485,3.8727683675676694,2.0,-1.0,23.05010311550573,-24144019.0,4.816518250950197
2025-02-01,DELL,3.0072630724332416,47.41766467065869,18.64286812629489,0.756909937434346,0.05768636765473388,0.0510081267907165,-22.509925909590823,-23.455387331355617,-12.915158397791238,16.112389898205095,44.00539690100243,0.0,-1.0,289.81260901750534,0.0,17.494280745313695
2025-02-01,FTNT,10.40269105109517,32.95385417571912,50.693465956491444,13.525918242092551,0.282744974434405,0.38871961896757024,9.604515699650861,8.659054277886069,4.950393434072664,-14.246731825533665,-2.2674511529567565,2.0,3.0,28.309361687647414,-41412221.0,9.038647154874813
2025-02-01,GOOGL,10.561364242633232,27.744427129209303,26.917756584025824,7.32391969984186,0.30929002910030334,0.2846827654998102,14.524135845615183,13.57867442385039,8.949871589548163,0.4326586084416384,3.2157102643185054,-1.0,-1.0,453.7270676124446,-27307436.0,-10.71906139992559
2025-02-01,HPE,3.404839540072069,28.148148148148145,10.591612702206625,0.8802174004628914,0.07269226939290338,0.004049523683074982,-3.2545770931898255,-4.200038514954619,-3.726503799635883,17.979559711104077,16.101902977622906,4.0,2.0,19.689722648709655,-18302864.0,3.323560278232507
2025-02-01,HPQ,-0.29599017089243507,-14.955562365920926,10.76713100446925,0.5304438879942217,0.07128587165555743,0.051980059373774715,-10.996581968292062,-11.942043390056856,-5.056771756234335,-17.314558202347474,19.113209222287985,-1.0,2.0,25.61098496031433,-16683441.0,8.218751124458713
2025-02-01,INTC,-2.078262152393595,-1238.721136767318,,1.5843750837349793,-0.2199205288036007,0.158772904465076,-25.839695651230688,-26.78515707299548,-7.961800010265496,24.25300837989244,33.3661506498182,1.0,2.0,42.007737424999775,-398802.0,28.32818326215878
2025-02-01,INTU,12.482202183198865,12.920696324951653,57.683661197410025,10.017816225712496,0.2166365280289331,0.04448462929475588,-11.94194186936014,-12.887403291124933,-5.011639068803875,4.797856651841048,18.955402167365932,0.0,1.0,30.587038048398703,-68788907.0,-5.874227229949403
2025-02-01,IONQ,-96.98708278787917,27.535423822055694,,227.6249753835976,-5.588619925805332,-1.168629293549334,59.298104961876106,58.352643540111316,5.20174945596632,-34.19654179324317,-67.08027488616524,0.0,0.0,16.512712932571944,-2564896.0,-23.462746957256996
2025-02-01,KLAC,12.154669626312643,18.544090946375256,30.728186019743326,9.048060299264298,0.05825292752612553,0.34611734885645806,7.692379542250594,6.746918120485801,9.965110915384724,10.721203396433898,8.994778050646591,0.0,-1.0,73.44856703973441,-36662150.0,1.9035187139302412
2025-02-01,LRCX,13.214511243057014,24.155885315202184,31.835545425475633,6.354738694816326,0.2950044444203153,0.25706233441387943,3.962772810009896,3.017311388245103,7.202666657840395,25.350779845806226,16.40816405778216,1.0,1.0,26.237479903202825,-653686.0,7.270226888688502
2025-02-01,META,29.57425859556535,109.7332929741365,28.742263423027556,,0.42176035404040096,0.3620768262806913,17.035320616233808,16.089859194469014,13.023704264511471,41.527081575415025,-14.800576212313244,0.0,0.0,58.311001428450254,0.0,-1.9943923928469887
2025-02-01,MPWR,11.623789319742194,-3.4071167521949275,71.01470706427916,15.065806628723749,0.23811356706009032,0.31936794631093623,-16.10500595215063,-17.050467373915424,5.161100317387279,5.077171486131604,30.232218626177378,1.0,2.0,36.40752962237358,-52180853.0,5.136947988749063
2025-02-01,MRVL,-2.2419404694801526,165.76155367739617,,18.094339338798854,-0.18391488728517225,0.13279759690499218,20.380910482670078,19.435449060905285,3.007718540186888,15.445681664769651,5.649242451598924,0.0,0.0,28.094046304397004,-25338101.0,-8.58575678465181
2025-02-01,MSFT,15.035833080678263,12.368398735174036,33.05349788004885,11.64922999488394,0.4496184139158601,0.47968693898442333,-1.5736229810348945,-2.5190844027996873,-3.7665851726571,29.723295948426,21.73582556832645,0.0,1.0,30.951673980161736,-95299855.0,-0.4603084473896901
2025-02-01,MU,79.80347320931958,-156.49010477299186,26.04291855776549,3.480140968721872,0.158314429091909,0.32742146146971884,-18.356986843824874,-19.302448265589668,-6.706105625008707,9.732974188211841,40.95685619105287,-1.0,0.0,25.104777028483262,-2568347.0,9.919932747084825
2025-02-01,NBIS,,,,,,,63.95582189921558,63.01036047745079,8.865577546562431,81.67715342243562,56.154317937148136,0.0,0.0,12.391114075389435,0.0,19.588704419608895
2025-02-01,NFLX,15.6499199944774,61.08814920145933,49.25668305720696,10.712966332689575,0.26711169154117875,0.18874824792801287,22.856718154973144,21.91125673320835,8.057878883443603,68.25324878802313,1.2591422857103796,4.0,4.0,13.615612796314451,0.0,2.4730885636078836
2025-02-01,NOW,22.438970014491133,-17.67764298093587,148.88596116450796,19.14441239682758,0.12418062636562273,0.34896212672978877,1.021743108698292,0.07628168693349924,-5.735844530644075,63.825353239621016,8.089185608325433,-1.0,0.0,50065.99140705664,0.0,-8.083725007314113
2025-02-01,NVDA,152.4381546690439,233.94218551461245,47.20115661621094,26.080504882355555,0.6271354033318913,0.1930007327688953,-18.662675838800556,-19.60813726056535,-12.538123140586787,53.88414909828745,38.03219681792414,0.0,-1.0,133.81785363682565,-146444739.0,15.232278737235516
2025-02-01,OKLO,,-4431.539095465254,,,,,70.04496026954492,69.09949884778013,66.49328049440332,65.95261260847283,-21.893776680419496,0.0,0.0,797.5300391003788,-9867312.0,-15.545393734395086
2025-02-01,ON,-11.520057564310127,-21.017162368586572,12.987593089972183,3.019598992267229,0.267176296778216,0.21750091489448217,-25.663971835930642,-26.609433257695436,-16.995996757806164,18.12067440563179,53.76052853447702,-1.0,-1.0,133.81785363682565,-3772595.0,7.540789976317153
2025-02-01,ORCL,6.401565042225155,12.832459716559885,40.876881942189414,8.509517161148652,0.3030236833961371,0.4766897857389911,-9.919157920353328,-10.86461934211812,-2.091591905234136,102.01106672812243,7.575616878455471,0.0,-2.0,36.218364878468336,-706498214.0,-0.4685866250513482
2025-02-01,PANW,14.995698865055363,345.3656947385568,47.83916943422705,14.583246881099244,0.09111749233850534,0.5865205955454743,-5.763923840162432,-6.709385261927226,-2.323279003338097,3.3568726835675022,9.974943871264275,-5.0,-5.0,94.34991021763359,-407161508.0,4.507908417210493
2025-02-01,PLTR,24.516794445547575,229.61741066579776,412.4499893188479,70.75307068150964,0.13798464141768738,0.17734431504970263,41.2741886042794,40.32872718251461,13.522511147203797,-25.169676415019037,-49.86914505105929,-2.0,-1.0,239.71623311208623,-537602154.0,21.029377907317336
2025-02-01,QBTS,14.28571428571428,-7.221471809495217,,131.08061909165664,-7.802737691001698,,271.24999804422265,270.3045366224578,5.821992682405708,16.003517887995965,-3.1986541311477157,0.0,0.0,56.140742964014805,-174047779.0,25.868050554008605
2025-02-01,QCOM,7.356993276755208,30.628541988665646,18.6673626851876,4.783318843423485,0.25848262409527234,0.28941019454853445,1.711184446204439,0.7657230244396462,7.663347329747605,-4.290874099984032,22.164580097773268,0.0,2.0,34.54435186538543,-6646561.0,-2.8254322504143503
2025-02-01,RDDT,,,,,-0.5861310029759094,0.1151549158060233,48.03412354162826,47.088662119863464,19.96268147440141,-22.137078434109846,-21.77637899872581,0.0,0.0,308.58584852626984,0.0,-17.74998966707465
2025-02-01,RGTI,-19.070305587694826,-36.11541583646963,,212.6051187700981,-5.653267176856446,-3.7746673955092085,772.1854410246377,771.239979602873,42.78589840682343,9.020208183595013,-56.71981801837629,0.0,0.0,121.21316232513034,-10693444.0,-20.193023111415144
2025-02-01,SAP,,,,,,,16.206426454089005,15.260965032324215,9.43045788385497,28.26360622718309,-1.0207869886901033,0.0,-1.0,59.17023807568654,,3.826675463621765
2025-02-01,SHOP,,,,,,,34.06795152602336,33.12249010425856,6.084801900627745,-16.353769900852377,-15.828341240338329,2.0,1.0,33.0164107385933,0.0,1.0228150845249306
2025-02-01,SMCI,59.91725909698034,71.2421458853336,16.00448959470464,1.4128345676919267,0.0972156829002321,0.04822834220974907,16.313213398548278,15.367751976783484,-14.638379567926773,-51.13207256840327,154.032253987141,0.0,4.0,109.85800202134017,0.0,108.82681153896891
2025-02-01,SNOW,30.277869140820247,28.980548785785153,,,-0.39388078170648666,0.2522838335542164,50.144755913017455,49.199294491252665,8.363011473042214,-21.55141416420374,3.330704221079084,4.0,5.0,69.86324077115324,0.0,-2.5473836241439285
2025-02-01,TSM,,,,,,,4.366158289591171,3.4206968678263783,4.106329721469093,51.288418503474716,13.152154177414378,0.0,0.0,,0.0,-0.7807928081171367
2025-02-01,TXN,-13.256404593639582,-30.578628748416158,32.86589726888625,,0.3577748074597416,0.3927821271720451,-15.577112928625736,-16.522574350390528,-3.3902703598808315,43.634920124662635,15.575716857271015,0.0,-1.0,23.507000810005366,-39538819.0,11.63922348755655
2025-02-01,UBER,16.697263017356477,342.7756653992396,33.094058650555006,3.3527421305989553,0.06390179954713383,0.033988797521153614,-7.20433422466491,-8.149795646429702,1.1759707262647412,-10.312570779620579,33.52985477914261,-1.0,-1.0,22.93211300519364,0.0,17.238814558322236
2025-02-01,VRT,13.204257110215867,128.71754523996853,77.3518998101847,5.820056934158039,0.15873479577202954,0.014341105858607319,-6.914498010164783,-7.859959431929575,-7.708310484802949,95.0012445007751,14.663529121153784,-1.0,-2.0,34.90376137774783,-297172203.0,-14.751343294504228
2025-02-01,WDAY,3.9522624402961837,1967.117710453838,50.29942371566098,,0.025210084033613446,0.3338503926160628,2.151706879944726,1.2062454581799331,0.15317501054081806,-46.04641109531755,11.792829292376883,0.0,0.0,5.465680785557993,0.0,-1.3011412049821036
2025-02-01,ZS,30.766955594852874,-78.36403111132319,,13.51893577757921,-0.04614438394048254,0.3540064627452618,3.504828467835286,2.559367046070493,3.2805665888347324,-21.60061715521713,10.991236942476611,0.0,1.0,29.071705074485788,-12896993.0,-0.7200012207031259
2025-03-01,AAPL,2.6066485872659584,-4.719907246836385,38.18553621806795,9.14274252977643,0.3175535678188801,0.3810415403274712,-0.3023006530971428,1.6111639420586576,0.7534959623031634,-11.353236295855018,0.4856798445060484,-5.0,-4.0,17.567878148903667,-176656226.0,-8.30146886011529
